Latitude,Longitude,Value,dataDate,time,shortName
39.479,10.457,8.7183125164e-09,20141021,1500,pm10
39.479,11.207,7.6462740584e-09,20141021,1500,pm10
39.479,11.957,8.0811546344e-09,20141021,1500,pm10
39.479,12.707,9.0019256493e-09,20141021,1500,pm10
39.479,13.458,1.0142531481e-08,20141021,1500,pm10
39.479,14.208,1.0361222325e-08,20141021,1500,pm10
39.479,14.958,1.1382901066e-08,20141021,1500,pm10
39.479,15.708,9.4931487116e-09,20141021,1500,pm10
39.479,16.458,6.0671887514e-09,20141021,1500,pm10
39.479,17.208,3.4861493692e-09,20141021,1500,pm10
39.479,17.958,4.5910717450e-09,20141021,1500,pm10
38.729,8.207,1.2861028909e-08,20141021,1500,pm10
38.729,8.957,1.1449045489e-08,20141021,1500,pm10
38.729,9.707,9.5310490611e-09,20141021,1500,pm10
38.729,10.457,7.6618100753e-09,20141021,1500,pm10
38.729,11.207,6.3747755963e-09,20141021,1500,pm10
38.729,11.957,5.9099847238e-09,20141021,1500,pm10
38.729,12.707,6.4539975586e-09,20141021,1500,pm10
38.729,13.458,7.0630286064e-09,20141021,1500,pm10
38.729,14.208,7.1342676211e-09,20141021,1500,pm10
38.729,14.958,9.2551453168e-09,20141021,1500,pm10
38.729,15.708,9.4094325664e-09,20141021,1500,pm10
38.729,16.458,8.7189910847e-09,20141021,1500,pm10
38.729,17.208,5.7863893677e-09,20141021,1500,pm10
38.729,17.958,4.7566175443e-09,20141021,1500,pm10
37.979,8.207,1.1086416452e-08,20141021,1500,pm10
37.979,8.957,8.2234834498e-09,20141021,1500,pm10
37.979,9.707,6.3850074117e-09,20141021,1500,pm10
37.979,10.457,5.1149762204e-09,20141021,1500,pm10
37.979,11.207,4.4403158928e-09,20141021,1500,pm10
37.979,11.957,3.9378698080e-09,20141021,1500,pm10
37.979,12.707,3.8706062799e-09,20141021,1500,pm10
37.979,13.458,4.1984009602e-09,20141021,1500,pm10
37.979,14.208,3.6798646352e-09,20141021,1500,pm10
37.979,14.958,6.7038883333e-09,20141021,1500,pm10
37.979,15.708,1.4066620979e-08,20141021,1500,pm10
37.979,16.458,1.1729549998e-08,20141021,1500,pm10
37.979,17.208,7.5412771583e-09,20141021,1500,pm10
37.979,17.958,5.7894304906e-09,20141021,1500,pm10
46.229,8.207,8.5821270090e-09,20141022,1200,pm10
46.229,8.957,8.1297173438e-09,20141022,1200,pm10
46.229,9.707,8.5627505086e-09,20141022,1200,pm10
46.229,10.457,8.4334104145e-09,20141022,1200,pm10
46.229,11.207,8.5524973770e-09,20141022,1200,pm10
46.229,11.957,7.4901720382e-09,20141022,1200,pm10
46.229,12.707,7.1940959856e-09,20141022,1200,pm10
46.229,13.458,6.6552416911e-09,20141022,1200,pm10
46.229,14.208,8.2035143123e-09,20141022,1200,pm10
46.229,14.958,8.3595779188e-09,20141022,1200,pm10
46.229,15.708,9.3894740871e-09,20141022,1200,pm10
46.229,16.458,1.0966502373e-08,20141022,1200,pm10
46.229,17.208,1.1197514027e-08,20141022,1200,pm10
46.229,17.958,1.1287490054e-08,20141022,1200,pm10
45.479,8.207,1.0612588142e-08,20141022,1200,pm10
45.479,8.957,1.0437958053e-08,20141022,1200,pm10
45.479,9.707,1.1351829698e-08,20141022,1200,pm10
45.479,10.457,1.1629843755e-08,20141022,1200,pm10
45.479,11.207,1.1133735711e-08,20141022,1200,pm10
45.479,11.957,9.1792387025e-09,20141022,1200,pm10
45.479,12.707,7.2007608765e-09,20141022,1200,pm10
45.479,13.458,6.9342291908e-09,20141022,1200,pm10
45.479,14.208,8.9593257258e-09,20141022,1200,pm10
45.479,14.958,1.0685255347e-08,20141022,1200,pm10
45.479,15.708,1.0765667469e-08,20141022,1200,pm10
45.479,16.458,1.1479848183e-08,20141022,1200,pm10
45.479,17.208,1.1172218706e-08,20141022,1200,pm10
45.479,17.958,1.1206466866e-08,20141022,1200,pm10
44.729,8.207,1.0914718018e-08,20141022,1200,pm10
44.729,8.957,1.0927720950e-08,20141022,1200,pm10
44.729,9.707,1.0710024867e-08,20141022,1200,pm10
44.729,10.457,1.1219874807e-08,20141022,1200,pm10
44.729,11.207,1.2139217631e-08,20141022,1200,pm10
